Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
7227,1/9/2011,11/3/2015,Standard Shipping,7280,Brod Circuitt,Home Office,United States,Salinas,California,93907,North,1993,Furniture,Chairs,Table,402.89,32,0.08,368.88
3598,1/23/2015,7/7/2013,Same Day Shipping,8317,Arny Tremmil,Home Office,United States,Chico,California,95973,North,9141,Furniture,Paper,Phone,481.51,48,0.14,288.24
2413,2/19/2021,1/18/2017,Express Shipping,9730,Luella Soan,Home Office,United States,Oakland,California,94622,West,1285,Office Supplies,Chairs,Laptop,80.96,57,0.29,253.52
8750,3/11/2014,8/4/2017,Express Shipping,4762,Alvie Haughin,Consumer,United States,San Jose,California,95128,South,8632,Furniture,Tables,Paper,143.13,40,0.08,242.1
2365,5/30/2013,4/3/2013,Same Day Shipping,8934,Vilma Handrok,Home Office,United States,Pasadena,California,91131,East,5662,Office Supplies,Phones,Phone,359.88,84,0.02,381.64
2925,10/31/2018,2/13/2019,Express Shipping,2680,Salomon Magnay,Consumer,United States,Los Angeles,California,90076,East,3199,Furniture,Pens,Paper,554.06,59,0.24,329.02
8849,3/6/2011,5/18/2010,Express Shipping,8257,Alexandrina Haldane,Consumer,United States,Garden Grove,California,92645,South,1600,Furniture,Phones,Phone,179.16,16,0.49,435.84
3937,1/22/2018,2/2/2016,Standard Shipping,3039,Teodoro Burtonshaw,Consumer,United States,Sacramento,California,94263,South,2942,Technology,Paper,Table,319.44,69,0.14,200.99
2222,4/15/2012,11/5/2020,Same Day Shipping,8676,Joe Finnan,Corporate,United States,Long Beach,California,90831,East,1194,Office Supplies,Chairs,Paper,479.27,70,0.12,360.49
5069,4/2/2014,4/19/2011,Express Shipping,5462,Bathsheba Sabben,Consumer,United States,San Bernardino,California,92415,North,7732,Office Supplies,Tables,Pen,274.87,51,0.15,490.17
7381,9/6/2017,4/24/2018,Express Shipping,5734,Quentin Zucker,Consumer,United States,San Jose,California,95194,East,2488,Technology,Pens,Phone,70.18,95,0.1,209.74
8528,1/19/2013,4/14/2012,Standard Shipping,1205,Melisa Severns,Corporate,United States,Burbank,California,91505,South,6496,Furniture,Pens,Laptop,535.11,40,0.33,183.16
4815,9/23/2021,4/9/2019,Standard Shipping,1897,Berky Kesper,Corporate,United States,San Jose,California,95113,South,1109,Technology,Tables,Laptop,758.99,28,0.15,190.89
9015,3/17/2017,7/28/2017,Express Shipping,5365,Rayshell Rosenhaus,Consumer,United States,Los Angeles,California,90040,North,1772,Furniture,Tables,Phone,79.16,3,0.02,488.43
2080,8/3/2012,12/5/2016,Express Shipping,5540,Frances Bosward,Home Office,United States,Fresno,California,93715,East,6667,Office Supplies,Pens,Chair,766.91,60,0.27,188.0
9862,8/7/2021,5/19/2012,Same Day Shipping,2310,Holly-anne Durber,Corporate,United States,Stockton,California,95205,West,9629,Furniture,Chairs,Table,3.12,64,0.18,377.61
8354,2/6/2010,3/24/2013,Standard Shipping,7224,Orella Botright,Consumer,United States,Stockton,California,95205,North,6900,Furniture,Tables,Table,880.36,80,0.23,180.79
8490,5/18/2019,8/16/2020,Express Shipping,3982,Jdavie Lakes,Corporate,United States,Los Angeles,California,90065,North,4628,Technology,Laptops,Table,391.17,23,0.17,419.46
9356,11/30/2012,2/9/2012,Same Day Shipping,6727,Geoffry Excell,Corporate,United States,San Francisco,California,94159,South,8387,Furniture,Laptops,Pen,920.47,7,0.07,100.12
8133,1/22/2020,12/24/2010,Express Shipping,2380,Delora Mouse,Home Office,United States,Lancaster,California,93584,South,5022,Office Supplies,Laptops,Pen,816.19,78,0.12,481.74
6933,6/27/2022,8/3/2011,Same Day Shipping,9782,Zebadiah Davson,Home Office,United States,Pasadena,California,91103,West,9527,Technology,Laptops,Laptop,451.52,62,0.43,148.37
5689,10/30/2014,9/23/2012,Express Shipping,5138,Alysa Pietri,Home Office,United States,Bakersfield,California,93311,North,8002,Furniture,Phones,Phone,990.15,93,0.07,490.77
6522,7/3/2010,6/22/2014,Express Shipping,7275,Cherice Tipper,Consumer,United States,Torrance,California,90505,North,8361,Technology,Chairs,Table,554.05,61,0.12,354.62
1882,12/17/2011,3/22/2012,Standard Shipping,8287,Phaidra Gallie,Home Office,United States,Sacramento,California,94207,East,8327,Furniture,Laptops,Chair,722.96,20,0.21,400.18
6050,10/28/2020,4/6/2017,Standard Shipping,1418,Lyell Giacomelli,Corporate,United States,San Francisco,California,94159,East,1284,Furniture,Laptops,Paper,976.95,26,0.18,138.97
2066,12/9/2013,12/18/2012,Same Day Shipping,4259,Yank Hallstone,Home Office,United States,San Rafael,California,94913,North,1581,Office Supplies,Phones,Chair,694.94,60,0.34,488.33
7522,3/27/2017,1/5/2018,Same Day Shipping,5367,Gabey Jarlmann,Corporate,United States,Santa Cruz,California,95064,East,2382,Technology,Paper,Chair,104.33,96,0.44,276.81
5333,4/9/2019,4/9/2010,Standard Shipping,4243,Gilligan Aldis,Consumer,United States,Fullerton,California,92640,East,6117,Office Supplies,Laptops,Table,329.83,13,0.46,477.95
8127,12/8/2016,11/21/2014,Same Day Shipping,2350,Alex Haynesford,Home Office,United States,Sacramento,California,94263,North,4780,Technology,Pens,Laptop,834.76,84,0.1,237.2
1434,9/13/2010,5/13/2017,Standard Shipping,7540,Vi Jeppe,Corporate,United States,Long Beach,California,90831,North,9066,Office Supplies,Laptops,Laptop,257.14,59,0.13,460.96
3564,10/26/2020,11/24/2021,Standard Shipping,7826,Angie Meak,Home Office,United States,San Jose,California,95160,West,9207,Furniture,Chairs,Chair,683.85,94,0.07,472.67
9362,1/9/2017,10/17/2012,Standard Shipping,4827,Irvin Seavers,Home Office,United States,Los Angeles,California,90035,South,9080,Technology,Phones,Pen,332.92,51,0.02,382.04
1107,7/11/2012,4/7/2020,Standard Shipping,6061,Jaymee Bruyntjes,Corporate,United States,Stockton,California,95210,East,1593,Office Supplies,Phones,Pen,882.28,20,0.49,279.93
1230,4/28/2015,7/3/2011,Same Day Shipping,1386,Nicol Bellfield,Consumer,United States,Garden Grove,California,92645,West,6896,Furniture,Paper,Table,935.36,60,0.3,451.52
9641,9/22/2016,10/24/2018,Standard Shipping,2218,Jacquette Drewitt,Consumer,United States,Glendale,California,91210,East,9834,Furniture,Paper,Pen,776.47,55,0.01,399.82
6254,6/4/2019,10/4/2021,Same Day Shipping,9862,Valencia Howe,Corporate,United States,Los Angeles,California,90010,East,6465,Technology,Paper,Laptop,805.24,62,0.11,218.34
7179,6/14/2022,9/5/2022,Express Shipping,1436,Brittney Maddern,Corporate,United States,Los Angeles,California,90010,West,6345,Technology,Phones,Laptop,607.61,3,0.32,426.33
8336,7/8/2013,4/22/2010,Express Shipping,7568,Krysta Elwin,Home Office,United States,Lancaster,California,93584,East,5560,Furniture,Phones,Pen,454.23,21,0.18,472.31
7690,11/3/2020,3/26/2013,Same Day Shipping,7079,Ludovika Kindleside,Corporate,United States,Los Angeles,California,90076,South,5709,Technology,Phones,Pen,152.24,24,0.06,453.53
8111,5/7/2019,4/17/2021,Same Day Shipping,4787,Shelden Astling,Consumer,United States,Sacramento,California,95894,North,7990,Furniture,Laptops,Paper,492.88,79,0.39,288.37
7161,9/24/2020,8/6/2013,Same Day Shipping,5171,Suzanna Whiteway,Home Office,United States,Irvine,California,92619,North,3368,Furniture,Chairs,Pen,79.48,17,0.49,197.39
5304,6/14/2014,4/8/2021,Same Day Shipping,3381,Alister Livoir,Home Office,United States,San Jose,California,95123,East,4283,Furniture,Paper,Phone,510.75,66,0.21,417.54
2951,4/19/2017,2/9/2022,Express Shipping,5146,Moishe Derrell,Home Office,United States,Los Angeles,California,90071,North,5303,Furniture,Paper,Pen,474.62,89,0.08,365.12
8139,11/25/2019,2/21/2013,Same Day Shipping,4701,Micki Maccrie,Corporate,United States,San Jose,California,95194,South,7206,Office Supplies,Laptops,Pen,194.87,30,0.43,236.38
1379,7/27/2015,11/27/2019,Express Shipping,6720,Chrystal Kinghorne,Consumer,United States,Sacramento,California,94263,North,9684,Furniture,Paper,Pen,281.28,31,0.48,176.92
1935,7/27/2010,7/4/2019,Express Shipping,6185,Germain Jeaves,Home Office,United States,San Jose,California,95194,North,7020,Office Supplies,Phones,Chair,115.31,20,0.28,275.71
6035,5/11/2017,5/10/2013,Standard Shipping,9676,Biron Cordelle,Consumer,United States,San Jose,California,95113,South,5029,Technology,Phones,Table,454.32,6,0.28,454.38
4588,6/20/2011,6/19/2016,Same Day Shipping,1815,Boyce Sabatier,Consumer,United States,San Diego,California,92110,West,3199,Technology,Tables,Pen,226.53,83,0.03,482.58
7353,1/21/2010,7/23/2011,Same Day Shipping,1216,Jennine Hembry,Consumer,United States,San Diego,California,92132,North,9558,Office Supplies,Laptops,Phone,225.92,17,0.28,286.23
3345,5/23/2012,8/23/2022,Same Day Shipping,5832,Neil Divill,Consumer,United States,Sacramento,California,94250,South,7226,Office Supplies,Chairs,Chair,664.64,60,0.35,479.37
3660,7/13/2011,6/20/2013,Standard Shipping,2689,Haze Roakes,Home Office,United States,Los Angeles,California,90005,West,4859,Technology,Laptops,Paper,390.69,25,0.1,139.85
6018,11/18/2010,6/27/2013,Express Shipping,9603,Nert Slee,Corporate,United States,Oceanside,California,92056,West,1400,Office Supplies,Paper,Pen,370.86,100,0.16,208.31
2142,5/15/2015,11/28/2012,Standard Shipping,2730,Ringo Mouse,Corporate,United States,Santa Ana,California,92725,South,7653,Technology,Phones,Table,679.27,84,0.15,462.47
3427,4/2/2013,11/17/2010,Express Shipping,1729,Kathe Fairebrother,Home Office,United States,Van Nuys,California,91499,North,7495,Office Supplies,Paper,Pen,482.11,82,0.08,293.76
8584,4/2/2020,6/6/2012,Same Day Shipping,8857,Kendall Bouchier,Consumer,United States,Pasadena,California,91131,West,3092,Technology,Tables,Pen,28.84,49,0.25,370.57
3765,2/25/2016,8/21/2018,Standard Shipping,5621,Drew Di Francesco,Corporate,United States,Sacramento,California,94263,South,3169,Furniture,Pens,Laptop,19.9,41,0.42,419.86
8044,7/20/2016,10/4/2017,Same Day Shipping,4737,Diahann Hurcombe,Consumer,United States,San Bernardino,California,92415,East,6178,Office Supplies,Laptops,Chair,312.66,100,0.33,400.82
5584,2/11/2011,12/30/2019,Same Day Shipping,4555,Mamie Gove,Consumer,United States,Fresno,California,93762,North,1131,Furniture,Tables,Paper,107.74,40,0.22,305.32
5443,8/10/2020,12/14/2019,Same Day Shipping,9704,Jamey Babar,Corporate,United States,Los Angeles,California,90076,South,2308,Furniture,Phones,Phone,775.78,95,0.3,305.74
4433,3/1/2016,9/22/2012,Express Shipping,5396,Max Diperaus,Corporate,United States,Petaluma,California,94975,West,2231,Furniture,Chairs,Pen,875.77,54,0.12,310.02
8424,3/19/2010,6/18/2018,Standard Shipping,1730,Grange Waggatt,Home Office,United States,Newport Beach,California,92662,North,5107,Furniture,Tables,Table,670.38,94,0.25,330.17
4409,2/14/2019,11/6/2022,Standard Shipping,3226,Britteny Hills,Consumer,United States,San Jose,California,95128,East,9086,Furniture,Pens,Chair,512.01,35,0.49,273.8
8278,5/14/2018,7/4/2015,Express Shipping,1570,Janela Sibbald,Home Office,United States,Los Angeles,California,90065,West,6277,Furniture,Laptops,Pen,285.85,43,0.3,171.6
7774,1/18/2012,4/17/2019,Standard Shipping,4692,Christophorus Evert,Corporate,United States,San Jose,California,95123,West,1365,Furniture,Laptops,Chair,384.47,15,0.1,439.49
3943,2/20/2014,8/22/2015,Express Shipping,8401,Norrie Chetwind,Corporate,United States,San Diego,California,92105,North,5808,Technology,Tables,Pen,547.37,94,0.44,460.06
2175,12/6/2017,8/5/2015,Standard Shipping,7863,Marco Worrill,Consumer,United States,Los Angeles,California,90010,East,2924,Office Supplies,Paper,Table,974.45,65,0.26,106.77
6759,4/29/2018,1/24/2020,Standard Shipping,4159,Bernete Dincey,Corporate,United States,San Francisco,California,94159,East,3360,Furniture,Laptops,Phone,704.49,81,0.48,385.12
9020,2/6/2011,12/30/2021,Express Shipping,3695,Koren Rowcastle,Corporate,United States,Stockton,California,95205,West,2695,Furniture,Pens,Laptop,871.25,32,0.46,418.99
9141,12/29/2016,3/12/2015,Same Day Shipping,3760,Rafi Pitson,Consumer,United States,Petaluma,California,94975,South,7516,Office Supplies,Phones,Phone,393.43,4,0.48,154.31
7799,5/2/2019,11/6/2010,Standard Shipping,5074,Ralf Magnar,Corporate,United States,Burbank,California,91505,North,4220,Furniture,Phones,Laptop,448.68,69,0.27,251.87
6469,10/28/2010,1/27/2022,Standard Shipping,7107,Darrelle Gergher,Consumer,United States,Long Beach,California,90831,North,8731,Furniture,Paper,Paper,43.78,15,0.07,217.35
3684,10/22/2021,10/1/2017,Standard Shipping,1926,Karol Hargreave,Consumer,United States,San Diego,California,92191,East,2057,Office Supplies,Phones,Phone,679.69,42,0.09,334.19
3030,9/13/2016,3/5/2020,Same Day Shipping,6173,Mildrid Spilisy,Corporate,United States,Los Angeles,California,90045,East,8439,Technology,Pens,Table,182.49,40,0.48,114.58
5950,9/18/2017,5/7/2019,Same Day Shipping,9839,Mikkel Povall,Consumer,United States,Los Angeles,California,90071,South,9093,Furniture,Laptops,Chair,254.43,58,0.29,355.99
4101,5/30/2017,9/1/2011,Standard Shipping,5071,Flynn Brimelow,Home Office,United States,Petaluma,California,94975,South,1010,Office Supplies,Phones,Table,907.15,53,0.03,369.68
1384,1/8/2015,1/19/2017,Standard Shipping,4497,Reginauld Lillo,Home Office,United States,Long Beach,California,90805,North,2260,Furniture,Paper,Chair,178.74,73,0.24,348.86
5626,11/19/2021,8/26/2021,Standard Shipping,8730,Inglebert Greeves,Consumer,United States,Stockton,California,95210,East,7300,Office Supplies,Phones,Laptop,238.42,43,0.12,281.9
2775,7/23/2022,10/10/2014,Same Day Shipping,7510,Sampson Slesser,Home Office,United States,Newport Beach,California,92662,East,2866,Office Supplies,Tables,Laptop,340.92,23,0.23,157.9
8231,5/7/2021,4/24/2015,Standard Shipping,2163,Kory Drewry,Consumer,United States,Los Angeles,California,90030,North,8927,Office Supplies,Tables,Paper,765.34,98,0.15,352.86
6703,12/14/2011,4/28/2021,Express Shipping,2896,Chalmers Manton,Consumer,United States,Sacramento,California,94207,East,4199,Furniture,Tables,Chair,483.22,62,0.18,343.7
3508,2/18/2021,11/18/2022,Same Day Shipping,5826,Vita Jagg,Corporate,United States,Fresno,California,93704,South,1656,Technology,Paper,Table,14.75,63,0.05,129.94
5305,8/14/2015,2/2/2011,Same Day Shipping,2583,Patrice Couchman,Home Office,United States,Glendale,California,91210,South,6530,Furniture,Phones,Phone,986.12,3,0.25,361.89
4112,3/3/2015,8/5/2014,Standard Shipping,3520,Donalt Deaconson,Consumer,United States,Chico,California,95973,North,2726,Technology,Phones,Chair,193.86,88,0.39,453.75
5764,5/26/2016,1/13/2019,Standard Shipping,8695,Rainer Manshaw,Corporate,United States,Simi Valley,California,93094,North,8391,Furniture,Laptops,Phone,505.3,47,0.32,150.75
5927,9/28/2018,2/15/2011,Express Shipping,1043,Elvina Lydall,Consumer,United States,San Diego,California,92170,East,2931,Technology,Laptops,Table,243.52,29,0.3,425.32
3154,5/30/2022,10/2/2010,Express Shipping,3670,Kaela Cars,Consumer,United States,San Francisco,California,94110,South,5244,Technology,Paper,Chair,725.05,60,0.35,335.16
7115,3/1/2010,11/2/2016,Express Shipping,9259,Pauly Artharg,Consumer,United States,Pasadena,California,91186,West,4235,Furniture,Pens,Table,610.68,78,0.2,180.08
6852,5/25/2020,11/12/2014,Same Day Shipping,8226,Meris Bettley,Consumer,United States,Santa Cruz,California,95064,West,2507,Technology,Laptops,Paper,542.19,20,0.48,305.49
9398,3/17/2016,2/27/2014,Express Shipping,2052,Jemima Learmouth,Home Office,United States,Santa Rosa,California,95405,North,6719,Technology,Chairs,Paper,919.95,6,0.19,137.53
8406,7/21/2016,3/12/2017,Same Day Shipping,1889,Marve Goodered,Consumer,United States,Fresno,California,93773,North,6637,Technology,Laptops,Paper,554.16,77,0.03,383.59
1943,7/13/2019,12/9/2018,Standard Shipping,5605,Jammal Caplen,Home Office,United States,Los Angeles,California,90030,East,3584,Furniture,Phones,Chair,891.2,54,0.33,166.25
1292,8/14/2022,7/23/2012,Same Day Shipping,4509,Valery Perin,Home Office,United States,San Jose,California,95138,East,1160,Technology,Chairs,Chair,104.57,89,0.05,276.79
9316,7/12/2022,9/22/2014,Express Shipping,2889,Jemie Ball,Home Office,United States,Los Angeles,California,90005,South,6140,Technology,Phones,Paper,723.29,50,0.07,340.96
6129,5/7/2014,10/21/2017,Same Day Shipping,8740,Kaylee Ivetts,Home Office,United States,Stockton,California,95205,South,5443,Furniture,Paper,Laptop,66.03,63,0.24,296.38
1562,3/31/2021,10/28/2020,Standard Shipping,3993,Corny Breazeall,Corporate,United States,Stockton,California,95210,North,2531,Office Supplies,Pens,Phone,246.61,15,0.26,360.83
4382,4/21/2010,1/9/2013,Same Day Shipping,2914,Audy Castagna,Home Office,United States,Los Angeles,California,90094,East,9884,Technology,Laptops,Pen,833.03,42,0.16,172.52
7459,10/26/2017,3/27/2022,Express Shipping,3649,Hedda Willder,Consumer,United States,Burbank,California,91505,West,1334,Furniture,Pens,Pen,772.8,66,0.44,418.33
4322,1/19/2016,9/23/2013,Same Day Shipping,7575,Chuck Marginson,Consumer,United States,Garden Grove,California,92645,North,5639,Technology,Phones,Paper,696.43,98,0.17,120.84
4611,7/20/2015,10/14/2012,Same Day Shipping,4161,Selena Rockwill,Home Office,United States,Palmdale,California,93591,West,6168,Technology,Laptops,Laptop,294.49,11,0.12,254.85
9528,7/31/2018,6/17/2013,Standard Shipping,7762,Evangeline Stanes,Consumer,United States,Stockton,California,95210,East,2010,Technology,Laptops,Laptop,167.16,97,0.01,413.94
6451,4/11/2017,4/13/2015,Standard Shipping,8780,Halsy Flinders,Corporate,United States,San Jose,California,95108,East,5043,Technology,Phones,Chair,380.09,99,0.46,208.82
5676,2/9/2010,3/1/2012,Express Shipping,9065,Clareta Wardrope,Corporate,United States,Sacramento,California,94263,North,9557,Furniture,Paper,Table,75.81,77,0.28,343.37
6940,7/31/2018,3/5/2012,Standard Shipping,2540,Brynn Leneve,Consumer,United States,Oceanside,California,92056,North,2156,Furniture,Phones,Paper,336.57,44,0.24,334.48
9354,7/5/2021,9/30/2022,Express Shipping,6362,Erich Barczynski,Consumer,United States,Inglewood,California,90398,East,7549,Office Supplies,Phones,Phone,587.93,5,0.05,172.7
9900,11/25/2016,11/13/2014,Express Shipping,3616,Tabbie Wadeling,Corporate,United States,San Jose,California,95123,North,8158,Furniture,Paper,Paper,809.14,16,0.35,218.13
4354,11/4/2017,7/21/2012,Standard Shipping,6271,Jaime Bremmell,Corporate,United States,Orange,California,92668,North,1874,Technology,Chairs,Laptop,184.24,50,0.17,344.86
1468,10/30/2019,4/27/2019,Same Day Shipping,6081,Eduard Pughsley,Home Office,United States,San Diego,California,92127,West,2735,Office Supplies,Phones,Phone,312.29,36,0.08,232.38
3160,8/25/2012,3/11/2021,Same Day Shipping,1437,Richmound Lord,Consumer,United States,Van Nuys,California,91499,South,7649,Office Supplies,Laptops,Table,978.53,55,0.19,452.32
6917,3/30/2022,7/26/2010,Standard Shipping,2408,Michell Duckworth,Home Office,United States,San Diego,California,92153,West,2298,Furniture,Paper,Chair,631.54,72,0.37,184.46
3637,5/18/2016,10/12/2012,Express Shipping,6413,Zulema Weatherhead,Corporate,United States,Corona,California,92878,West,9783,Technology,Tables,Paper,147.38,10,0.46,341.21
5294,5/31/2019,11/12/2010,Express Shipping,4924,Patsy McIlhone,Home Office,United States,San Diego,California,92191,South,5783,Office Supplies,Laptops,Laptop,10.59,24,0.38,198.03
4637,6/21/2020,3/17/2021,Same Day Shipping,7475,Tabbatha Garrioch,Corporate,United States,Whittier,California,90610,East,5995,Technology,Pens,Laptop,30.35,44,0.21,333.67
1672,3/8/2012,2/16/2016,Express Shipping,2369,Chickie Eadington,Home Office,United States,Sunnyvale,California,94089,East,9637,Furniture,Pens,Phone,391.32,30,0.19,357.79
3157,11/8/2016,3/15/2014,Standard Shipping,5005,Wylie Blow,Home Office,United States,Bakersfield,California,93305,South,3737,Office Supplies,Chairs,Laptop,83.88,1,0.03,201.85
5219,1/8/2017,7/23/2018,Same Day Shipping,2922,Kellie Antrag,Consumer,United States,Santa Ana,California,92725,North,4102,Office Supplies,Laptops,Chair,869.2,32,0.09,490.92
6009,6/13/2013,3/17/2020,Express Shipping,7023,Issi Blandford,Consumer,United States,Anaheim,California,92825,East,5134,Technology,Laptops,Table,786.56,57,0.28,488.35
8287,2/11/2020,10/26/2021,Standard Shipping,4642,Aubry Castane,Home Office,United States,San Jose,California,95113,South,1493,Furniture,Paper,Pen,283.12,94,0.04,448.05
1092,2/3/2019,2/16/2015,Standard Shipping,6308,Jolene Hankin,Consumer,United States,Bakersfield,California,93311,East,5514,Furniture,Tables,Paper,452.9,33,0.1,116.45
7305,5/6/2020,7/19/2021,Express Shipping,6538,Stacy Merredy,Consumer,United States,San Diego,California,92191,East,2929,Furniture,Pens,Paper,462.68,53,0.15,184.71
5837,1/13/2014,10/3/2017,Express Shipping,2148,Jeremiah Van den Hof,Home Office,United States,Fresno,California,93726,West,2928,Technology,Chairs,Chair,583.01,48,0.27,219.07
7705,1/12/2019,7/18/2022,Same Day Shipping,4784,Sorcha Mole,Home Office,United States,Garden Grove,California,92844,South,7351,Technology,Phones,Pen,726.59,58,0.28,130.48
6022,1/21/2020,7/26/2019,Express Shipping,6696,Sanders McKnockiter,Consumer,United States,Van Nuys,California,91499,South,9169,Furniture,Tables,Pen,549.5,87,0.15,274.88
7297,10/31/2014,3/18/2014,Same Day Shipping,5898,Eal Goundry,Corporate,United States,Pasadena,California,91131,East,8102,Office Supplies,Pens,Chair,157.12,35,0.47,497.49
1716,5/9/2012,1/4/2014,Standard Shipping,8798,Opaline Kubalek,Corporate,United States,Orange,California,92668,North,3968,Office Supplies,Pens,Paper,506.09,84,0.19,392.18
6953,5/8/2021,10/26/2019,Standard Shipping,4420,Gui Hughman,Consumer,United States,San Diego,California,92127,North,9590,Office Supplies,Laptops,Laptop,818.26,40,0.42,207.1
7908,3/23/2010,11/25/2015,Same Day Shipping,9473,Dewain Braganca,Consumer,United States,Inglewood,California,90398,West,3485,Furniture,Phones,Chair,848.36,83,0.31,489.85
7250,3/17/2013,8/22/2017,Same Day Shipping,1126,Fawne Jarrard,Corporate,United States,Sacramento,California,95818,South,7804,Furniture,Laptops,Paper,248.16,51,0.02,380.65
5343,7/18/2011,12/27/2017,Same Day Shipping,3056,Al Ralphs,Corporate,United States,San Diego,California,92165,East,5583,Office Supplies,Tables,Table,983.87,36,0.49,105.84
3672,11/3/2022,1/16/2019,Same Day Shipping,2120,Cherish Charsley,Consumer,United States,San Diego,California,92127,East,6683,Technology,Laptops,Phone,754.11,87,0.45,467.23
1544,3/31/2021,12/22/2017,Same Day Shipping,5527,Sibyl Cullabine,Consumer,United States,Sacramento,California,94207,West,6259,Furniture,Laptops,Paper,281.03,40,0.09,428.83
7552,10/29/2018,11/17/2017,Standard Shipping,6107,Evelin Harcase,Corporate,United States,Sacramento,California,94297,South,8324,Furniture,Paper,Paper,158.7,81,0.19,280.42
6436,8/12/2018,5/25/2019,Express Shipping,1112,Gardie Haggleton,Consumer,United States,Bakersfield,California,93311,South,6248,Technology,Paper,Table,930.63,74,0.14,237.69
7285,7/1/2014,1/18/2021,Standard Shipping,5692,Willyt Sinderson,Consumer,United States,Los Angeles,California,90094,West,9228,Technology,Phones,Laptop,808.99,97,0.06,261.45
6079,7/23/2015,7/15/2022,Express Shipping,7721,Odo Ingman,Consumer,United States,San Jose,California,95138,South,2167,Office Supplies,Pens,Chair,137.4,62,0.24,163.11
7552,2/13/2016,12/22/2018,Express Shipping,5108,Xenos Poultney,Home Office,United States,Chico,California,95973,South,8992,Office Supplies,Chairs,Paper,13.0,7,0.22,472.04
8974,4/15/2021,3/23/2014,Same Day Shipping,9540,Edna Filchagin,Consumer,United States,San Francisco,California,94159,South,8757,Technology,Tables,Paper,194.21,13,0.05,312.9
5737,10/16/2013,7/5/2011,Same Day Shipping,7601,Taddeusz Richarz,Consumer,United States,San Francisco,California,94154,East,4980,Office Supplies,Phones,Chair,704.46,54,0.29,225.58
4516,8/10/2013,12/28/2016,Express Shipping,5230,Marya McKimm,Corporate,United States,Chico,California,95973,West,8003,Office Supplies,Laptops,Chair,266.19,71,0.36,330.74
5070,11/30/2021,3/3/2013,Same Day Shipping,4957,Woodman Hannum,Home Office,United States,Sacramento,California,94263,East,8148,Technology,Paper,Table,926.1,94,0.33,165.0
1319,11/25/2019,3/5/2021,Same Day Shipping,5936,Ellette Smallpeice,Consumer,United States,Los Angeles,California,90055,East,5604,Technology,Chairs,Table,913.6,88,0.07,497.55
2032,2/6/2011,11/13/2017,Express Shipping,4773,Sephira Pezey,Corporate,United States,Sacramento,California,94250,East,3691,Furniture,Pens,Laptop,319.58,91,0.31,379.93
1488,5/23/2014,8/5/2011,Same Day Shipping,3796,Gabe Pitts,Consumer,United States,San Jose,California,95194,South,9738,Furniture,Pens,Chair,547.13,91,0.14,467.6
2546,2/4/2012,5/18/2021,Same Day Shipping,4716,Margaret Callacher,Consumer,United States,Huntington Beach,California,92648,East,9961,Technology,Phones,Table,491.84,66,0.37,387.71
1045,10/18/2011,1/18/2016,Same Day Shipping,1822,Coralie Whooley,Consumer,United States,Richmond,California,94807,East,2892,Furniture,Paper,Pen,150.83,15,0.26,248.74
7473,3/5/2010,10/7/2011,Express Shipping,9258,Deena Venny,Corporate,United States,Garden Grove,California,92645,South,8484,Furniture,Tables,Chair,881.37,98,0.05,447.05
5101,9/5/2013,12/9/2015,Standard Shipping,2994,Ruperto Nertney,Consumer,United States,San Jose,California,95194,West,9815,Office Supplies,Chairs,Chair,68.95,61,0.38,390.41
6974,8/15/2012,4/28/2022,Standard Shipping,7830,Wilt Ahrend,Consumer,United States,San Francisco,California,94110,South,8043,Furniture,Pens,Phone,799.44,40,0.05,162.08
6571,12/14/2011,11/23/2021,Same Day Shipping,8099,Emmie Rispen,Consumer,United States,Whittier,California,90605,West,6199,Office Supplies,Paper,Pen,886.86,65,0.07,113.13
4750,3/25/2019,10/1/2014,Express Shipping,3889,Ransell Prantl,Home Office,United States,Los Angeles,California,90010,South,3632,Furniture,Laptops,Laptop,971.62,64,0.47,241.89
6725,4/15/2020,10/20/2020,Same Day Shipping,9300,Enrico Netley,Corporate,United States,San Jose,California,95194,North,4714,Technology,Tables,Table,948.08,77,0.44,478.16
5524,6/30/2022,3/28/2019,Same Day Shipping,9694,Hali Gwilliams,Corporate,United States,Corona,California,92878,West,6405,Office Supplies,Paper,Paper,114.45,24,0.43,372.14
3215,9/1/2010,11/28/2018,Express Shipping,1263,Ker Voysey,Consumer,United States,Salinas,California,93907,North,2149,Technology,Chairs,Pen,289.81,21,0.25,141.13
9603,3/3/2019,1/23/2014,Same Day Shipping,6965,Allard Shacklady,Consumer,United States,Long Beach,California,90831,South,7279,Technology,Laptops,Laptop,160.54,94,0.15,217.82
8238,11/1/2019,9/12/2016,Same Day Shipping,1451,Tate Le Barr,Consumer,United States,San Rafael,California,94913,North,9721,Furniture,Laptops,Pen,289.04,73,0.03,350.58
9764,12/4/2016,6/15/2013,Express Shipping,6775,Padget Blowin,Home Office,United States,Los Angeles,California,90010,West,2297,Technology,Phones,Phone,37.95,21,0.31,173.0
3112,6/8/2010,10/25/2018,Standard Shipping,4569,Keane Sighard,Corporate,United States,Los Angeles,California,90045,East,5375,Office Supplies,Chairs,Pen,577.98,37,0.37,162.47
